,id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name,quantity_sold,rating_average,category_type,category_id
0,435870.0,8006426668062.0,"Sữa Bột Abbott Ensure Gold Vani 850g sẽ cung cấp các acid béo thiết yếu như Linoleic và Linolenic, hàm lượng Acid béo no và Cholesterol thấp để mang đến cho bạn và gia đình chế độ ăn uống lành mạnh, k...",808000.0,954556.0,,146556.0,15.0,808.0,,available,,1000.0,1000.0,,145924.0,Ensure,28546.0,4.8,do-choi-me-be,2549
1,57044926.0,3629907238049.0,"Thùng 48 Hộp Sữa Nước Abbott Pediasure Vani 110ml dành cho trẻ 1-10 tuổi, bao gồm trẻ tăng trưởng kém (nhẹ cân, thấp còi, suy dinh dưỡng, hay ốm), trẻ biếng ăn, trẻ có nhu cầu năng lượng tăng cao.Sữ...",919000.0,1078000.0,,159000.0,15.0,302.0,,available,,1000.0,1000.0,,149737.0,Pediasure,2764.0,5.0,do-choi-me-be,2549
2,24030105.0,5781211572139.0,"Sữa bột Abbott Pediasure 850g có chứa 3 nguồn đạm, canxi và Vitamin D giúp cân bằng và duy trì liên tục axit amin thiết yếu để phát triển cơ và xương.Arginin gia tăng số lượng và hoàn thiện các tế bà...",599000.0,733282.0,,134282.0,18.0,528.0,,available,,1000.0,1000.0,,149737.0,Pediasure,8055.0,4.8,do-choi-me-be,2549
3,24028050.0,9863682487009.0,"Bao bì thay đổi theo từng đợt nhập hàngSữa bột Abbott Pediasure 1.6kg có chứa 3 nguồn đạm, canxi và Vitamin D giúp cân bằng và duy trì liên tục axit amin thiết yếu để phát triển cơ và xương.Arginin ...",1005000.0,1238569.0,,233569.0,19.0,716.0,,available,,1000.0,1000.0,,149737.0,Pediasure,12707.0,4.8,do-choi-me-be,2549
4,24026125.0,2973805606440.0,Thùng 30 Chai Sữa Nước Abbott Glucerna Vani 220ml có thể dùng thay thế toàn phần bữa ăn chính hoặc để làm bữa ăn phụ.Sữa Bột Abbott Glucerna GLV Dành Cho Người Đái Tháo Đường Và Tiền Đái Tháo Đường c...,1239000.0,1426944.0,,187944.0,13.0,257.0,,available,,1000.0,1000.0,,149741.0,Glucerna,2837.0,5.0,do-choi-me-be,2549
5,198744315.0,5032216118022.0,"* Bao bì thay đổi theo từng đợt nhập hàng.Tã quần Bobby Lõi nén thần kỳ 3mm - Mỏng thoáng nhân đôi, thấm hút vượt trội (Tinh chất gạo non organic - Giảm nhiệt x2 Thoáng mát)ĐẶC ĐIỂM NỔI BẬT1. Lõi n...",376000.0,606500.0,,230500.0,38.0,523.0,,available,,1000.0,1000.0,,26863.0,Bobby,8672.0,5.0,do-choi-me-be,2549
6,116407260.0,5037400427202.0,"Nước Giặt Omo Matic với công nghệ Màn chắn Kháng bẩn Polyshield Xanh, giúp bao bọc và phủ một lớp màn chắn vô hình lên bề mặt sợi vải, loại bỏ nhanh chóng vết bẩn cứng đầu và mùi hôi trên áo quầnBền ...",348000.0,454000.0,,106000.0,23.0,952.0,,available,,1000.0,1000.0,,33323.0,Omo,7228.0,4.8,do-choi-me-be,2549
7,116407258.0,2936481430956.0,"OMO MATIC - LỰA CHỌN THÔNG MINH ĐỂ CHĂM SÓC ÁO QUẦN GIA ĐÌNH MỘT CÁCH TOÀN DIỆN NHẤTOMO Matic mới được nâng cấp với hoạt chất làm sạch nguồn gốc thiên nhiên, thân thiện hơn với môi trường.Công nghệ ...",348000.0,454000.0,,106000.0,23.0,1095.0,,available,,1000.0,1000.0,,33323.0,Omo,8663.0,4.8,do-choi-me-be,2549
8,116407426.0,8432681683254.0,"OMO MATIC - LỰA CHỌN THÔNG MINH ĐỂ CHĂM SÓC ÁO QUẦN GIA ĐÌNH MỘT CÁCH TOÀN DIỆN NHẤTOMO Matic mới được nâng cấp với hoạt chất làm sạch nguồn gốc thiên nhiên, thân thiện hơn với môi trường.Công nghệ ...",357000.0,454000.0,,97000.0,21.0,930.0,,available,,1000.0,1000.0,,33323.0,Omo,8606.0,5.0,do-choi-me-be,2549
9,116410119.0,2825726353839.0,"OMO MATIC - LỰA CHỌN THÔNG MINH ĐỂ CHĂM SÓC ÁO QUẦN GIA ĐÌNH MỘT CÁCH TOÀN DIỆN NHẤTNước Giặt Omo Matic Comfort mới được nâng cấp với hoạt chất làm sạch nguồn gốc thiên nhiên, thân thiện hơn với môi ...",180000.0,227000.0,,47000.0,21.0,1682.0,,available,,1000.0,1000.0,,33323.0,Omo,13058.0,4.8,do-choi-me-be,2549
